Mandarin,English
"飯
fàn","rice
fàn"
"until
until","until
until"
"走走
zǒu zǒu","Walk
zǒu zǒu"
"走廊
zǒuláng","corridor
zǒuláng"
"小小的
xiǎoxiǎo de","Tiny
xiǎoxiǎo de"
"沙发
shāfā","sofa
shāfā"
"龙
lóng","Long
lóng"
"拥抱
yōngbào","embrace
yōngbào"
"慢
màn","slow
màn"
"結婚
jiéhūn","marry
jiéhūn"
"同情
tóngqíng","sympathy
tóngqíng"
"楼梯
lóutī","stairs
lóutī"
"争取
zhēngqǔ","Fight
zhēngqǔ"
"机构
jīgòu","mechanism
jīgòu"
"提高
tígāo","improve
tígāo"
"奇
qí","odd
qí"
"中情局
zhōngqíngjú","CIA
zhōngqíngjú"
"brother
brother","brother
brother"
"产品
chǎnpǐn","product
chǎnpǐn"
"完整
wánzhěng","complete
wánzhěng"
"周
zhōu","week
zhōu"
"当作
dàngzuò","As
dàngzuò"
"男性
nánxìng","male
nánxìng"
"杂种
zázhǒng","Hybrids
zázhǒng"
"淘汰
táotài","Eliminate
táotài"
"拍照
pāizhào","Photograph
pāizhào"
"花园
huāyuán","garden
huāyuán"
"热情
rèqíng","enthusiasm
rèqíng"
"雇
gù","hire
gù"
"ﻢ
ﻢ","م
م"
"企业
qǐyè","enterprise
qǐyè"
"ǐ
ǐ","ǐ
ǐ"
"斕
lán","Variegate
lán"
"壞
huài","Bad
huài"
"打断
dǎduàn","interrupt
dǎduàn"
"谢谢你们
xièxie nǐmen","thank you all
xièxie nǐmen"
"跟上
gēnshàng","Keep up
gēnshàng"
"事要
shì yào","Things to
shì yào"
"菲尔
fěi ěr","Phil
fěi ěr"
"玫瑰
méiguī","rose
méiguī"
"寄
jì","send
jì"
"从前
cóngqián","In the past
cóngqián"
"叛徒
pàntú","traitor
pàntú"
"ノ
ノ","Techno
Techno"
"隐瞒
yǐnmán","hide
yǐnmán"
"舞蹈
wǔdǎo","dance
wǔdǎo"
"段
duàn","segment
duàn"
"磅
bàng","lb
bàng"
"明早
míngzǎo","Tomorrow morning
míngzǎo"
"皮特
pí tè","Pete
pí tè"
"布莱恩
bùláiēn","Brian
bùláiēn"
"雪
xuě","snow
xuě"
"一顿
yī dùn","Meal
yī dùn"
"很久以前
hěn jiǔ yǐqián","long, long ago
hěn jiǔ yǐqián"
"晓得
xiǎode","know
xiǎode"
"烦
fán","bother
fán"
"倆
liǎ","both
liǎ"
"以上
yǐshàng","the above
yǐshàng"
"杰瑞
jiéruì","Jerry
jiéruì"
"が
が","Ga
Ga"
"尝尝
cháng cháng","Try
cháng cháng"
"自私
zìsī","selfish
zìsī"
"天赋
tiānfù","talent
tiānfù"
"批准
pīzhǔn","Approve
pīzhǔn"
"炸
zhà","Fry
zhà"
"局长
júzhǎng","Secretary
júzhǎng"
"八
bā","Eight
bā"
"校长
xiàozhǎng","principal
xiàozhǎng"
"莫斯科
mòsīkē","Moscow
mòsīkē"
"姆
mǔ","Governess
mǔ"
"感謝
gǎnxiè","thank
gǎnxiè"
"嘲笑
cháoxiào","fling in teeth
cháoxiào"
"波
bō","wave
bō"
"囚犯
qiúfàn","prisoner
qiúfàn"
"被告
bèigào","defendant
bèigào"
"配合
pèihé","Coordinate
pèihé"
"认得
rènde","Recognize
rènde"
"开除
kāichú","Fire
kāichú"
"watch
watch","watch
watch"
"打仗
dǎzhàng","fight
dǎzhàng"
"少女
shàonǚ","Maiden
shàonǚ"
"翻
fān","turn
fān"
"三次
sāncì","three times
sāncì"
"阿门
āmén","Amen
āmén"
"ﻬ
ﻬ","ه
ه"
"岛上
dǎo shàng","The island
dǎo shàng"
"仅
jǐn","only
jǐn"
"倒霉
dǎoméi","Have bad luck
dǎoméi"
"发表
fābiǎo","Publish
fābiǎo"
"眼镜
yǎnjìng","glasses
yǎnjìng"
"き
き","Ki
Ki"
"甚么
shénme","what
shénme"
"封信
fēng xìn","The letter
fēng xìn"
"ﺤ
ﺤ","ح
ح"
"坦克
tǎnkè","tank
tǎnkè"
"high
high","high
high"
"激情
jīqíng","Enthusiasm
jīqíng"
"餐馆
cānguǎn","restaurant
cānguǎn"
"tonight
tonight","tonight
tonight"
"骗人
piànrén","Deceive
piànrén"
"复仇
fùchóu","revenge
fùchóu"
"洗手间
xǐshǒujiān","Toilets
xǐshǒujiān"
"海伦
hǎilún","Helen
hǎilún"
"神经
shénjīng","nerve
shénjīng"
"如同
rútóng","as
rútóng"
"统治
tǒngzhì","rule
tǒngzhì"
"第一天
dì yītiān","first day
dì yītiān"
"影片
yǐngpiàn","film
yǐngpiàn"
"职责
zhízé","Responsibility
zhízé"
"ago
ago","ago
ago"
"商业
shāngyè","business
shāngyè"
"何不
hébù","Why
hébù"
"衬衫
chènshān","shirt
chènshān"
"午夜
wǔyè","midnight
wǔyè"
"一眼
yīyǎn","One
yīyǎn"
"迪
dí","Di
dí"
"胳膊
gēbo","arm
gēbo"
"癌症
áizhèng","cancer
áizhèng"
"学到
xué dào","Acquire
xué dào"
"year
year","year
year"
"考试
kǎoshì","examination
kǎoshì"
"保存
bǎocún","save
bǎocún"
"邮件
yóujiàn","mail
yóujiàn"
"它們
tāmen","they
tāmen"
"matter
matter","matter
matter"
"老子
lǎozi","Father
lǎozi"
"遵守
zūnshǒu","comply with
zūnshǒu"
"ó
ó","ó
ó"
"切
qiè","cut
qiè"
"文明
wénmíng","civilization
wénmíng"
"那兒
nàr","there
nàr"
"军人
jūnrén","soldier
jūnrén"
"同伴
tóngbàn","companion
tóngbàn"
"带给
dàigěi","Bring
dàigěi"
"要不然
yàobùrán","otherwise
yàobùrán"
"打倒
dǎdǎo","Down
dǎdǎo"
"集团
jítuán","group
jítuán"
"舰长
jiànzhǎng","captain
jiànzhǎng"
"合同
hétong","contract
hétong"
"片
piàn","sheet
piàn"
"玛
mǎ","Ma
mǎ"
"绝望
juéwàng","despair
juéwàng"
"墙
qiáng","wall
qiáng"
"鸡蛋
jīdàn","egg
jīdàn"
"法语
fǎyǔ","French
fǎyǔ"
"礛
jiān","[Mu] M
jiān"
"paul
paul","paul
paul"
"couldn
couldn","couldn
couldn"
"遭到
zāodào","Suffer
zāodào"
"改變
gǎibiàn","change
gǎibiàn"
"艾米
yì mǐ","Amy
yì mǐ"
"孤单
gūdān","alone
gūdān"
"很久
hěn jiǔ","long time
hěn jiǔ"
"also
also","also
also"
"护照
hùzhào","passport
hùzhào"
"隔壁
gébì","next door
gébì"
"逃避
táobì","escape
táobì"
"安迪
Ān dí","Andy
Ān dí"
"十分钟
shí fēn zhōng","ten minutes
shí fēn zhōng"
"镇上
zhèn shàng","Town
zhèn shàng"
"树林
shùlín","forest
shùlín"
"相关
xiāngguān","Related
xiāngguān"
"发动
fādòng","launch
fādòng"
"迪克
díkè","Dick
díkè"
"入侵
rùqīn","Invade
rùqīn"
"记
jì","Remember
jì"
"door
door","door
door"
"极了
jíle","Extremely
jíle"
"暴露
bàolù","Expose
bàolù"
"び
び","び
び"
"内裤
nèikù","Underpants
nèikù"
"纳粹
nàcuì","Nazi
nàcuì"
"haven
haven","haven
haven"
"利益
lìyì","interest
lìyì"
"单身
dānshēn","single
dānshēn"
"自动
zìdòng","automatic
zìdòng"
"人能
rén néng","One can
rén néng"
"甜蜜
tiánmì","sweet
tiánmì"
"报复
bàofù","revenge
bàofù"
"case
case","case
case"
"成就
chéngjiù","achievement
chéngjiù"
"charlie
charlie","charlie
charlie"
"猜猜
cāi cāi","Guess
cāi cāi"
"画面
huàmiàn","Picture
huàmiàn"
"不得
bùdé","Must not
bùdé"
"卷
juǎn","volume
juǎn"
"巨人
jùrén","giant
jùrén"
"since
since","since
since"
"扮演
bànyǎn","Act
bànyǎn"
"断
duàn","Break
duàn"
"麻煩
máfan","trouble
máfan"
"头脑
tóunǎo","mind
tóunǎo"
"meet
meet","meet
meet"
"麼
ma","What
ma"
"报仇
bàochóu","revenge
bàochóu"
"保姆
bǎomǔ","Nurse
bǎomǔ"
"吓坏
xiàhuài","Terrified
xiàhuài"
"TRUE
TRUE","TRUE
TRUE"
"人才
réncái","Talented person
réncái"
"大门
dàmén","door
dàmén"
"巴
bā","-bar
bā"
"拜访
bàifǎng","visit
bàifǎng"
"好点
hǎo diǎn","Good point
hǎo diǎn"
"分子
fēnzǐ","molecular
fēnzǐ"
"冒犯
màofàn","offend
màofàn"
"遭遇
zāoyù","encounter
zāoyù"
"有过
yǒu guo","Had
yǒu guo"
"幫助
bāngzhù","help
bāngzhù"
"一向
yīxiàng","Has always been
yīxiàng"
"瘋
fēng","Crazy
fēng"
"时机
shíjī","opportunity
shíjī"
"such
such","such
such"
"陪审团
péishěntuán","jury
péishěntuán"
"会长
huìzhǎng","President
huìzhǎng"
"注射
zhùshè","injection
zhùshè"
"啰
luo","Hello
luo"
"ted
ted","ted
ted"
"利
lì","Profit
lì"
"母親
mǔqīn","mother
mǔqīn"
"汤
shāng","soup
shāng"
"作出
zuòchū","Make
zuòchū"
"alone
alone","alone
alone"
"這邊
zhèbiān","This side
zhèbiān"
"der
der","der
der"
"喝杯
hē bēi","A cup of
hē bēi"
"危机
wēijī","crisis
wēijī"
"心灵
xīnlíng","soul
xīnlíng"
"下手
xiàshǒu","Start
xiàshǒu"
"腔
qiāng","Chamber
qiāng"
"five
five","five
five"
"ytet
ytet","ytet
ytet"
"給
gěi","give
gěi"
"段时间
duàn shíjiān","period of time
duàn shíjiān"
"总有一天
zǒngyǒu yītiān","Someday
zǒngyǒu yītiān"
"friends
friends","friends
friends"
"市
shì","city
shì"
"洛克
luò kè","Locke
luò kè"
"迅速
xùnsù","rapid
xùnsù"
"史密斯
shǐmìsī","Smith
shǐmìsī"
"雨
yǔ","rain
yǔ"
"hope
hope","hope
hope"
"两周
liǎng zhōu","Two weeks
liǎng zhōu"
"death
death","death
death"
"古怪
gǔguài","eccentric
gǔguài"
"老是
lǎoshi","always
lǎoshi"
"一头
yītóu","One
yītóu"
"退
tuì","Retreat
tuì"
"戏
xì","play
xì"
"系
jì","system
jì"
"营地
yíngdì","Campsite
yíngdì"
"冰
bīng","ice
bīng"
"否认
fǒurèn","deny
fǒurèn"
"诗
shī","poetry
shī"
"有件事
yǒu jiàn shì","One thing
yǒu jiàn shì"
"哪怕
nǎpà","Even
nǎpà"
"alex
alex","alex
alex"
"冷静下来
lěngjìng xiàlai","clam down
lěngjìng xiàlai"
"联合
liánhé","joint
liánhé"
"这家
zhè jiā","this home
zhè jiā"
"扯
chě","pull
chě"
"玩得
wán dé","Have
wán dé"
"唱片
chàngpiàn","record
chàngpiàn"
"再来
zàilái","Again
zàilái"
"part
part","part
part"
"遵命
zūnmìng","Obeyed
zūnmìng"
"材料
cáiliào","material
cáiliào"
"旅程
lǚchéng","journey
lǚchéng"
"千万别
qiānwàn biè","Do not
qiānwàn biè"
"安东尼
Āndōngní","Anthony
Āndōngní"
"平时
píngshí","usually
píngshí"
"瞒
mán","conceal
mán"
"出于
chūyú","Due to
chūyú"
"捉
zhuō","catch
zhuō"
"六个
liù gè","Six
liù gè"
"代替
dàitì","instead
dàitì"
"sie
sie","sie
sie"
"ﺟ
ﺟ","ج
ج"
"蟽
dá","Da
dá"
"占
zhān","Take up
zhān"
"薇
wēi","Wei
wēi"
"助理
zhùlǐ","assistant Manager
zhùlǐ"
"開心
kāixīn","Happy
kāixīn"
"度假
dùjià","Holiday
dùjià"
"小狗
xiǎogǒu","puppy
xiǎogǒu"
"店里
diàn lǐ","Shop
diàn lǐ"
"手枪
shǒuqiāng","pistol
shǒuqiāng"
"problem
problem","problem
problem"
"满
mǎn","full
mǎn"
"对话
duìhuà","dialogue
duìhuà"
"那件事
nà jiàn shì","that matter
nà jiàn shì"
"曼
màn","Man
màn"
"米奇
mǐqí","Mickey
mǐqí"
"ﻗ
ﻗ","ق
ق"
"chinese
chinese","chinese
chinese"
"电话号码
diànhuàhàomǎ","telephone number
diànhuàhàomǎ"
"無
wú","no
wú"
"別人
biéren","other people
biéren"
"em
em","em
em"
"无线电
wúxiàndiàn","radio
wúxiàndiàn"
"一号
yīhào","One
yīhào"
"会见
huìjiàn","meet
huìjiàn"
"镜子
jìngzi","mirror
jìngzi"
"那就好
nà jiù hǎo","That's good
nà jiù hǎo"
"跟我走
gēn wǒ zǒu","Come with me
gēn wǒ zǒu"
"拉斯
lā sī","Las
lā sī"
"looks
looks","looks
looks"
"罪行
zuìxíng","offense
zuìxíng"
"报导
bàodǎo","Reports
bàodǎo"
"高度
gāodù","height
gāodù"
"街道
jiēdào","street
jiēdào"
"公民
gōngmín","citizen
gōngmín"
"妇女
fùnǚ","Women
fùnǚ"
"myself
myself","myself
myself"
"汉堡
hànbǎo","Hamburger
hànbǎo"
"抵达
dǐdá","arrival
dǐdá"
"damn
damn","damn
damn"
"fight
fight","fight
fight"
"ا
ا","ا
ا"
"应
yīng","should
yīng"
"working
working","working
working"
"蛤
gé","clam
gé"
"日期
rìqī","date
rìqī"
"队员
duìyuán","Team member
duìyuán"
"冰箱
bīngxiāng","refrigerator
bīngxiāng"
"回应
huíyìng","Responded
huíyìng"
"狗屁
gǒupì","Shit
gǒupì"
"顾客
gùkè","customer
gùkè"
"要不是
yàobushì","Had
yàobushì"
"nicht
nicht","nicht
nicht"
"丹尼斯
dānnísī","Dennis
dānnísī"
"侮辱
wǔrǔ","insult
wǔrǔ"
"約
yuē","approximately
yuē"
"wants
wants","wants
wants"
"演讲
yǎnjiǎng","Speech
yǎnjiǎng"
"圈
juàn","ring
juàn"
"野兽
yěshòu","Wild beast
yěshòu"
"henry
henry","henry
henry"
"很小
hěn xiǎo","Small
hěn xiǎo"
"这一
zhè yī","This
zhè yī"
"恐怖分子
kǒngbùfènzǐ","terrorist
kǒngbùfènzǐ"
"bit
bit","bit
bit"
"航班
hángbān","flight
hángbān"
"上周
shàngzhōu","Last week
shàngzhōu"
"結果
jiéguǒ","result
jiéguǒ"
"生产
shēngchǎn","produce
shēngchǎn"
"凌晨
língchén","Before dawn
língchén"
"装备
zhuāngbèi","equipment
zhuāngbèi"
"人們
rénmen","people
rénmen"
"難道
nándào","Is
nándào"
"弗
fú","Eph.
fú"
"底下
dǐxia","under
dǐxia"
"翅膀
chìbǎng","wing
chìbǎng"
"痕迹
hénjì","trace
hénjì"
"灾难
zāinàn","disaster
zāinàn"
"一首
yī shǒu","a
yī shǒu"
"参议员
cānyìyuán","senator
cānyìyuán"
"发疯
fāfēng","go Ape
fāfēng"
"剧本
jùběn","script
jùběn"
"市民
shìmín","Citizen
shìmín"
"具体
jùtǐ","specific
jùtǐ"
"地盘
dìpán","Domain
dìpán"
"天生
tiānshēng","Born
tiānshēng"
"道德
dàodé","moral
dàodé"
"僵尸
jiāngshī","Zombies
jiāngshī"
"好久
hǎojiǔ","For a long time
hǎojiǔ"
"钩
gōu","hook
gōu"
"棒球
bàngqiú","baseball
bàngqiú"
"上帝保佑
shàngdì bǎoyòu","God bless
shàngdì ​​bǎoyòu"
"远点
yuàn diǎn","Further
yuàn diǎn"
"一家人
yījiārén","family
yījiārén"
"海盗
hǎidào","pirate
hǎidào"
"实话
shíhuà","truth
shíhuà"
"有何
yǒu hé","What
yǒu hé"
"快到
kuài dào","Coming
kuài dào"
"さ
さ","Connecticut
Connecticut"
"那有
nà yǒu","there is
nà yǒu"
"符合
fúhé","meets the
fúhé"
"开会
kāihuì","Meetings
kāihuì"
"稍后
shāohòu","Later
shāohòu"
"爸妈
bàmā","Mom and Dad
bàmā"
"丝
sī","wire
sī"
"体内
tǐnèi","in vivo
tǐnèi"
"违反
wéifǎn","violation
wéifǎn"
"网上
wǎngshàng","Online
wǎngshàng"
"骨头
gǔtou","bone
gǔtou"
"合理
hélǐ","reasonable
hélǐ"
"饭店
fàndiàn","restaurant
fàndiàn"
"不是故意
bùshì gùyì","Not on purpose
bùshì gùyì"
"eyes
eyes","eyes
eyes"
"菲利普
fěi lì pǔ","Philip
fěi lì pǔ"
"幸会
xìnghuì","Nice to meet you
xìnghuì"
"烦恼
fánnǎo","upset
fánnǎo"
"当年
dāngnián","then
dāngnián"
"广场
guǎngchǎng","square
guǎngchǎng"
"害羞
hàixiū","shy
hàixiū"
"但愿
dànyuàn","If only
dànyuàn"
"伯爵
bójué","count
bójué"
"醉
zuì","drunk
zuì"
"据说
jùshuō","It is said
jùshuō"
"phone
phone","phone
phone"
"墙上
qiáng shàng","Wall
qiáng shàng"
"他杀
tāshā","Homicide
tāshā"
"前辈
qiánbèi","senior
qiánbèi"
"以外
yǐwài","outside
yǐwài"
"有個
yǒu gè","is having a
yǒu gè"
"铁路
tiělù","railway
tiělù"
"種
zhòng","Kind
zhòng"
"地位
dìwèi","status
dìwèi"
"求婚
qiúhūn","propose
qiúhūn"
"般的
bān de","ish
bān de"
"对面
duìmiàn","opposite
duìmiàn"
"路易斯
lùyìsī","Louis
lùyìsī"
"ben
ben","ben
ben"
"高级
gāojí","advanced
gāojí"
"牛仔
niúzǎi","cowboy
niúzǎi"
"才行
cái xíng","The job
cái xíng"
"瞭解
liào jiě","To understanding
liào jiě"
"用不着
yòngbuzháo","Do not need
yòngbuzháo"
"比如说
bì rú shuō","For example,
bì rú shuō"
"says
says","says
says"
"w
w","w
w"
"不住
bùzhù","Could not
bùzhù"
"谢天谢地
xiètiānxièdì","Thank goodness
xiètiānxièdì"
"不怎么
bùzěnme","not very
bùzěnme"
"法院
fǎyuàn","Court
fǎyuàn"
"u
u","u
u"
"六个月
liù gè yuè","Six months
liù gè yuè"
"肌肉
jīròu","muscle
jīròu"
"惨
cǎn","awful
cǎn"
"却是
quèshì","but it is
quèshì"
"哈罗
hāluó","Harrow
hāluó"
"台
tái","station
tái"
"公众
gōngzhòng","public
gōngzhòng"
"敢肯定
gǎn kěndìng","'M sure
gǎn kěndìng"
"轮到
lúndào","Turn
lúndào"
"插
chā","Insert
chā"
"刺
cì","thorn
cì"
"洛
luò","Rockwell
luò"
"看來
kànlai","It seems
kànlai"
"舌头
shétou","tongue
shétou"
"村子
cūnzi","Village
cūnzi"
"背景
bèijǐng","background
bèijǐng"
"警卫
jǐngwèi","Security guard
jǐngwèi"
"秘书
mìshū","secretary
mìshū"
"送来
sòng lái","Sent
sòng lái"
"车站
chēzhàn","station
chēzhàn"
"唐
táng","Tang Dynasty
táng"
"不对劲
bùduìjìn","Wrong
bùduìjìn"
"为啥
wèishá","Why
wèishá"
"夫
fū","husband
fū"
"林
lín","forest
lín"
"别想
biè xiǎng","Do not try
biè xiǎng"
"呦
yōu","Yo
yōu"
"闻
wén","smell
wén"
"鬼魂
guǐhún","ghost
guǐhún"
"本事
běnshi","ability
běnshi"
"知识
zhīshi","Know how
zhīshi"
"奶酪
nǎilào","cheese
nǎilào"
"员
yuán","member
yuán"
"模特
mótè","Model
mótè"
"肖恩
xiāoēn","Shawn
xiāoēn"
"形式
xíngshì","form
xíngshì"
"公路
gōnglù","highway
gōnglù"
"后退
hòutuì","Retreat
hòutuì"
"心跳
xīntiào","Heartbeat
xīntiào"
"水平
shuǐpíng","Level
shuǐpíng"
"包围
bāowéi","Surround
bāowéi"
"瞄准
miáozhǔn","aim
miáozhǔn"
"流行
liúxíng","popular
liúxíng"
"零
líng","zero
líng"
"夺走
duózǒu","Take away
duózǒu"
"修理
xiūlǐ","repair
xiūlǐ"
"韩国
hánguó","Korea
hánguó"
"change
change","change
change"
"肩膀
jiānbǎng","shoulder
jiānbǎng"
"强壮
qiángzhuàng","strong
qiángzhuàng"
"半个
bànge","Half
bànge"
"全新
quánxīn","brand new
quánxīn"
"ゴ
ゴ","Oligo
Oligo"
"表面
biǎomiàn","surface
biǎomiàn"
"一致
yīzhì","Consistency
yīzhì"
"新来
xīn lái","New coming
xīn lái"
"居民
jūmín","Resident
jūmín"
"联邦调查局
liánbāngdiàochájú","FBI
liánbāngdiàochájú"
"主任
zhǔrèn","director
zhǔrèn"
"布鲁斯
bùlǔsī","Bruce
bùlǔsī"
"中午
zhōngwǔ","noon
zhōngwǔ"
"皇帝
huángdì","emperor
huángdì"
"得了吧
déliǎo ba","Come on
déliǎo ba"
"選擇
xuǎnzé","select
xuǎnzé"
"war
war","war
war"
"谓
wèi","Call
wèi"
"残忍
cánrěn","cruel
cánrěn"
"kid
kid","kid
kid"
"厌倦
yànjuàn","Weary
yànjuàn"
"可不可以
kě bù kě yǐ","Can
kě bù kě yǐ"
"爆
bào","burst
bào"
"哭泣
kūqì","cry
kūqì"
"传
chuán","pass
chuán"
"九
jiǔ","nine
jiǔ"
"屋
wū","house
wū"
"难以
nányǐ","difficult
nányǐ"
"賣
mài","Sell
mài"
"相机
xiàngjī","camera
xiàngjī"
"剛才
gāngcái","Just now
gāngcái"
"来源
láiyuán","source
láiyuán"
"我給
wǒ gěi","I give
wǒ gěi"
"play
play","play
play"
"波特
bōtè","Potter
bōtè"
"熟
shú","Ripe
shú"
"沒關
méi guān","Not closed
méi guān"
"机
jī","machine
jī"
"卖掉
màidiào","Sell
màidiào"
"特別
tèbié","especially
tèbié"
"不论
bùlùn","whether
bùlùn"
"手套
shǒutào","gloves
shǒutào"
"操作
cāozuò","operating
cāozuò"
"蒂
dì","Stem
dì"
"幾個
jǐge","several
jǐge"
"神经病
shénjīngbìng","Neuropathy
shénjīngbìng"
"通话
tōnghuà","call
tōnghuà"
"悲剧
bēijù","tragedy
bēijù"
"嫌犯
xiánfàn","Suspects
xiánfàn"
"超越
chāoyuè","Transcend
chāoyuè"
"忘掉
wàngdiào","forget
wàngdiào"
"达成
dáchéng","Accomplish
dáchéng"
"傻子
shǎzi","fool
shǎzi"
"胖子
pàngzi","Fatty
pàngzi"
"艾迪
Àìdí","Addison
Àìdí"
"隧道
suìdào","tunnel
suìdào"
"绅士
shēnshì","gentleman
shēnshì"
"强迫
qiǎngpò","force
qiǎngpò"
"祇
qí","only
qí"
"adam
adam","adam
adam"
"访问
fǎngwèn","access
fǎngwèn"
"房間
fángjiān","room
fángjiān"
"只想
zhǐ xiǎng","Just
zhǐ xiǎng"
"面具
miànjù","mask
miànjù"
"口
kǒu","mouth
kǒu"
"西蒙
xī mēng","Simon
xī mēng"
"斯科特
sī kē tè","Scott
sī kē tè"
"医疗
yīliáo","Medical
yīliáo"
"困扰
kùnrǎo","Obsession
kùnrǎo"
"角落
jiǎoluò","corner
jiǎoluò"
"each
each","each
each"
"蛮
mán","quite
mán"
"做生意
zuòshēngyì","Business
zuòshēngyì"
"胸部
xiōngbù","chest
xiōngbù"
"单位
dānwèi","unit
dānwèi"
"人群
rénqún","crowd
rénqún"
"注定
zhùdìng","Doomed
zhùdìng"
"学院
xuéyuàn","Institute
xuéyuàn"
"莉莉
lì lì","Lily
lì lì"
"hmm
hmm","hmm
hmm"
"形象
xíngxiàng","Image
xíngxiàng"
"最棒
zuì bàng","Best
zuì bàng"
"penny
penny","penny
penny"
"南方
nánfāng","south
nánfāng"
"ﺖ
ﺖ","ت
ت"
"point
point","point
point"
"這件
zhè jiàn","this
zhè jiàn"
"金钱
jīnqián","money
jīnqián"
"法兰克
fǎlánkè","Frank
fǎlánkè"
"专门
zhuānmén","specialized
zhuānmén"
"好莱坞
hǎoláiwù","Hollywood
hǎoláiwù"
"under
under","under
under"
"失控
shīkòng","out of control
shīkòng"
"艘
sōu","Ships
sōu"
"變成
biànchéng","become
biànchéng"
"所知
suǒzhī","Know
suǒzhī"
"技巧
jìqiǎo","skill
jìqiǎo"
"性交
xìngjiāo","sexual intercourse
xìngjiāo"
"深刻
shēnkè","profound
shēnkè"
"把门
bǎmén","The door
bǎmén"
"转身
zhuǎnshēn","Turn round
zhuǎnshēn"
"集合
jíhé","set
jíhé"
"小丑
xiǎochǒu","clown
xiǎochǒu"
"上升
shàngshēng","rise
shàngshēng"
"寻求
xúnqiú","seek
xúnqiú"
"tomorrow
tomorrow","tomorrow
tomorrow"
"解除
jiěchú","Remove
jiěchú"
"一道
yīdào","One
yīdào"
"knows
knows","knows
knows"
"称呼
chēnghu","call
chēnghu"
"加拿大
jiānádà","Canada
jiānádà"
"爱上
àishàng","Fall in love
àishàng"
"爆发
bàofā","break out
bàofā"
"丽莎
lì shā","Lisa
lì shā"
"没人能
méi rén néng","No one can
méi rén néng"
"晚饭
wǎnfàn","dinner
wǎnfàn"
"成立
chénglì","Set up
chénglì"
"中圆简
zhòng yuán jiǎn","Jane in a circle
zhòng yuán jiǎn"
"准确
zhǔnquè","accurate
zhǔnquè"
"逃脱
táotuō","Escape
táotuō"
"掌控
zhǎngkòng","Control
zhǎngkòng"
"四年
sìnián","Four years
sìnián"
"落
luò","drop
luò"
"被困
bèi kùn","Trapped
bèi kùn"
"比起
bǐqǐ","Compared to
bǐqǐ"
"its
its","its
its"
"风暴
fēngbào","storm
fēngbào"
"燃烧
ránshāo","combustion
ránshāo"
"卑鄙
bēibǐ","mean
bēibǐ"
"太大
tài dà","Too
tài dà"
"一员
yī yuán","One
yī yuán"
"thinking
thinking","thinking
thinking"
"参观
cānguān","Visit
cānguān"
"一副
yī fù","One
yī fù"
"限制
xiànzhì","limit
xiànzhì"
"り
り","Ri
Ri"
"穿越
chuānyuè","Pass through
chuānyuè"
"闭上
bìshang","Shut
bìshang"
"主管
zhǔguǎn","In charge
zhǔguǎn"
"认出
rènchū","recognize
rènchū"
"內
nèi","Inside
nèi"
"萬
wàn","Ten thousand
wàn"
"梅
méi","plum
méi"
"da
da","da
da"
"製
zhì","system
zhì"
"短信
duǎnxìn","SMS
duǎnxìn"
"sarah
sarah","sarah
sarah"
"难受
nánshòu","Uncomfortable
nánshòu"
"星
xīng","star
xīng"
"模式
móshì","mode
móshì"
"击中
jīzhòng","hit
jīzhòng"
"永不
yǒngbù","Never
yǒngbù"
"欲望
yùwàng","desire
yùwàng"
"lady
lady","lady
lady"
"check
check","check
check"
"给予
jǐyǔ","give
jǐyǔ"
"紧
jǐn","tight
jǐn"
"实际
shíjì","actual
shíjì"
"喽
lou","Myself
lou"
"髮
fà","hair
fà"
"far
far","far
far"
"wife
wife","wife
wife"
"胖
pàng","fat
pàng"
"老爷
lǎoye","master
lǎoye"
"问过
wèn guo","Asked
wèn guo"
"没来
méi lái","not coming
méi lái"
"出現
chūxiàn","appear
chūxiàn"
"桥
qiáo","bridge
qiáo"
"抵抗
dǐkàng","resistance
dǐkàng"
"whatever
whatever","whatever
whatever"
"一笔
yī bǐ","Sum
yī bǐ"
"exactly
exactly","exactly
exactly"
"且
qiě","And
qiě"
"面临
miànlín","Faced with
miànlín"
"放进
fàngjìn","Into
fàngjìn"
"码头
mǎtóu","pier
mǎtóu"
"ﻪ
ﻪ","ه
ه"
"舰队
jiànduì","fleet
jiànduì"
"夫妻
fūqī","Husband and wife
fūqī"
"阶段
jiēduàn","stage
jiēduàn"
"明确
míngquè","clear
míngquè"
"太快
tài kuài","Too fast
tài kuài"
"价格
jiàgé","price
jiàgé"
"信用卡
xìnyòngkǎ","credit card
xìnyòngkǎ"
"理智
lǐzhì","reason
lǐzhì"
"犹太
yóutài","Jewish
yóutài"
"一種
yīzhǒng","One kind
yīzhǒng"
"杰夫
jiéfū","Jeff
jiéfū"
"别无选择
biéwúxuǎnzé","Have no choice
biéwúxuǎnzé"
"导弹
dǎodàn","missile
dǎodàn"
"球员
qiúyuán","Players
qiúyuán"
"维尔
wéi ěr","Vail
wéi ěr"
"保護
bǎohù","protection
bǎohù"
"干脆
gāncuì","simply
gāncuì"
"喉咙
hóulóng","throat
hóulóng"
"赶到
gǎndào","Rushed
gǎndào"
"小朋友
xiǎopéngyǒu","Children
xiǎopéngyǒu"
"维
wéi","dimension
wéi"
"有意
yǒuyì","Intentionally
yǒuyì"
"凯蒂
kǎidì","Katie
kǎidì"
"臉
liǎn","face
liǎn"
"英文
yīngwén","English
yīngwén"
"军官
jūnguān","officer
jūnguān"
