、,","
竹下,Takeshita
守衛,Security guard
通気,Ventilation
過失,Accident
冷戦,The cold war
同伴,Entrained
覆面,Mask
中年,middle aged
路線,Route
新米,New rice
引き取り,Pick up
見知り,Mishiri
再婚,Second marriage
ファイアウォール,Firewall
上達,Progress
送り届け,Forwarded
足手,Foot hand
大口,Large
比,ratio
満員,Full house
異論,Objection
急激,Sudden
特技,Special skill
生意気,Saucy
中村,Nakamura
大喜び,great joy
組み込,Embedded
急げ,hurry up
精通,Familiar with
航行,Cruise
精製,purification
縛り付け,Strapped
感触,Feeling
発売,Sale
室内,Indoor
奥深,Profundity
捏造,Forgery
半ば,middle
引き揚げ,Withdrawal
責務,Obligation
取り分,Share
起源,origin
通貨,currency
大晦日,New Year's Eve
鈴木,Suzuki
改め,Revised
ブレア,Blair
アヘン,Opium
アドバイザー,Adviser
活用,Take advantage
自制,Self-control
下降,Descent
対話,Dialogue
進学,Go
身動き,Motionless
飛び立,Fly standing
親類,Kin
電線,Electrical wire
言わ,Said
即死,Instant death
味わえ,Taste
義兄,Brother-in-law
制裁,Sanction
特異,Singular
失調,Ataxia
仙崎,Senzaki
項目,item
車内,Car
国立,National
アーデン,Arden
東側,East side
あらあら,Oh dear
予告,Prior notice
病原体,Pathogen
域,Pass
経理,accounting
肯定,positive
子育て,Raising children
言動,Words and deeds
特性,Characteristic
対価,Consideration
速報,Prompt report
末期,Last stage
心強,Kokorozuyo
偽者,Imposter
機内,Flight
常連,Regular customer
賭博,Gambling
再発,recurrence
アーク,arc
横浜,Yokohama
聞き出せ,Kikidase
店長,Store Manager
早々,as soon as
呼び寄せ,Summoned
アゴ,Jaw
特集,Feature
基盤,Foundation
リビア,Libya
津波,tsunami
人相,Physiognomy
気難し,Picky
モーフィアス,Morpheus
船内,Ship
安静,rest
アミン,Amine
清算,Liquidation
前列,Front row
供,Supply
点滴,Intravenous drip
リアクター,reactor
海水,Ocean water
野,field
一変,Complete change
薫子,Kaoruko
周年,Anniversary
たどり着け,Tadoritsuke
海上,Sea
更生,resuscitation
支障,Difficulty
資質,Nature
気圧,Atmospheric pressure
誇張,Exaggeration
アレクサンダー,Alexander
立ち去れ,Begone
発つ,Leave
獣医,Veterinarian
遺骨,remains
好機,Good opportunity
音量,Volume
元素,element
予選,Preliminary contest
殺意,Murderous intent
召使,Menial
仕入れ,Stocking
総監,Commissioner
圏外,Out-of-service
介護,Nursing
見習い,apprentice
か所,Place
洗面,Wash
引き留め,Detained
達者,Skillful
変動,Fluctuation
立て直,Straight vertical
食べれ,Eat
助力,Assistance
主だ,It main
小学,elementary
人的,Human
強調,Emphasis
あわて,A hurry
進捗,progress
学費,Tuition
ユリア,urea
トビアス,Tobias
合唱,Chorus
引き出せ,Withdraw
補償,compensation
時折,sometimes
証書,Certificate
学年,School year
茶番,farce
留学,Study abroad
引き返せ,Hikikaese
アメフト,American football
自滅,Self-defeating
新入,New
空飛,Sky Fei
切手,stamp
アメリー,Amery
講演,Lecture
異動,Change
口笛,Whistle
競馬,Horseracing
超越,Transcendental
フィアンセ,Fiancé
話せよ,Hanaseyo
王都,Imperial City
引き入れ,Drawn
アスペン,Aspen
初耳,News to
不断,Unremitting
運び,Carry
天塩,Teshio
起き上が,Okiaga
ダイアモンド,Diamond
アジト,Hideout
白血,White blood
アーティスト,Artists
アントニオ,Antonio
工具,tool
伝,Den
口止め,Forbidding to speak
大当たり,Jackpot
失神,syncope
マニア,Mania
思い知,Omoishi
回数,Number of times
教区,parish
店主,Shopkeeper
見合,Commensurate
粘土,clay
需要,demand
用紙,A sheet
不通,Interruption
外壁,outer wall
空手,karate
良々,Good people
リアム,Liam
あのー,Ummm
千,thousand
表明,Expression
出直,Dejika
大義,Cause
年度,year
コーディア,Cordia
貸金庫,Safe-deposit box
産物,product
准将,Brigadier general
導師,Guru
自主,Autonomy
平行,parallel
っ放し,Leave
軍用,Military
審理,Trial
筋書き,Plot
言いつけ,I told her
形状,shape
装着,Installing
新規,A new
拓馬,Takuma
アイラ,Ira
休養,rest
算数,arithmetic
弁解,excuse
募金,Fund raising
オリヴィア,Olivia
面識,Acquaintance
害者,Victims
泣き言,Whining
アーカイブ,archive
長所,Advantages
真上,Just above
掘り起こ,Digging Oko
小夜子,Sayoko
白鳥,swan
理事,Director
死傷,Casualties
取り付,Installing
行き着,Clothes go
義足,Artificial leg
アレス,Ares
調節,Regulation
氷河,Glacier
半神,Demigod
目視,Visually
選考,Selection
アラー,Allah
小遣い,Pocket money
戦隊,Squadron
求女,Motomeon'na
無名,Anonymous
木々,The trees
回り道,detour
以後,Thereafter
チェックアウト,check out
物的,physical
上位,Higher order
一団,Party
久々,Long time
後ほど,later
本山,Motoyama
淫売,Prostitution
アポ,Apo
地平,Ground level
取り出せ,Taken out
アベンジャーズ,the Avengers
動き回,Move around
付き添い,attendant
縁起,Omen
投げつけ,Threw
造船,shipbuilding
治ま,Osama
素質,Quality
あした,Tomorrow
切り開,Cut open
解任,Dismissal
非道,Outrageous
別居,Separation
大して,much
木馬,Rocking horse
アンサリード,Answer lead
方式,method
長谷川,Hasegawa
人食い,cannibalism
東洋,Orient
直線,Straight line
毎度,Every time
ルシアン,Lucian
本格,Full-scale
御座,Throne
名人,Expert
時差,time difference
水面,Water surface
後回し,Postpone
行事,Event
森口,Moriguchi
アタック,attack
宅配,delivery
玩具,toy
全速,full speed
人魚,mermaid
明後日,day after tomorrow
対等,Equivalent
個別,Individual
補足,Supplement
追及,Pursue
だあ,Daa
屋内,indoor
石版,Lithograph
万能,Omnipotent
無さ,Lack
表れ,Appear
略,Almost
迷宮,Labyrinth
群が,Group is
祖父母,Grandparent
補充,Replenishment
美穂,Miho
モアナ,Moana
医務,Medical affairs
株主,Shareholder
健在,In good health
木戸,Wicket
変わり者,Oddball
子豚,Piglet
脳波,Brain waves
食卓,table
病状,Medical conditions
先代,Previous generation
昔々,once upon a time
先行,Preceding
アァ,Ah
推論,inference
生け捕り,Ikedori
高齢,Advanced age
宴会,Banquet
半身,Half-length
意向,intention
内面,Inside
打開,Break
言い争い,A quarrel
充実,Enrichment
元カノ,Ex-girlfriend
実質,Substance
発令,Official announcement
容体,condition
立ち入,Tachii
引き渡せ,Hikiwatase
金儲け,Moneymaking
到来,Arrival
生じ,Occur
前夜,The eve
勿体,Overemphasis
ノックアウト,knock out
観衆,Spectators
容認,Approval
局員,Clerk
あばずれ,Bitch
王殺し,Regicide
赤子,Baby
加工,processing
断念,Abandoned
取り囲,Take enclose
野望,ambition
自発,spontaneous
私有,Private ownership
アバズレ,Bitch
あせ,Sweat
誘発,Induction
医薬,Medicine
シアン,cyan
安泰,Peace
噛み付,With bite
数々,many
富樫,Togashi
郎,Ichiro
乗り切れ,Norikire
同等,Equal
放り投げ,Tossed
銃口,muzzle
元夫,Ex-husband
症候,Symptom
転職,Change of occupation
展望,Outlook
丈夫,Strong
中味,Content
依子,Yoriko
召使い,Servant
中途,The middle
見世物,Pageantry
空調,air conditioning
上がり,Rise
生き抜,Live unplug
闘争,Conflict
立ち会,Standing Board
千尋,Chihiro
アイヴォ,Aivo
芝山,Shibayama
日中,Daytime
口外,Reveal
山分け,Equal split
電圧,Voltage
独りぼっち,alone
グルジア,Georgia
オア,OR
本社,head office
母校,alma mater
多額,Great amount
素,Elementary
中枢,Center
創作,Work
隅々,Every corner
アンブレラ,Umbrella
相対,relative
アイロン,Iron
あさって,The day after tomorrow
氏名,Full name
丁重,Courteous
強情,Stubbornness
上回,Exceeded
空白,Space
客室,Guest room
ファイアー,Fire
観点,Point of view
アルバレス,Alvarez
挙げろ,Agero
一服,Dose
引き戻,Pull back
汚名,stigma
目前,The current
常習,Habit
ダミアン,Damien
高所,high place
やり手,Whiz
流儀,Style
農園,Plantation
補強,Reinforcement
解き,Solve
人造,Man-made
外観,appearance
読み上げ,Read aloud
抜き取,Sampling
時限,Period of time
不可,Improper
アーチ,arch
立ち直れ,Get over
肥料,fertilizer
急用,urgent business
現役,Active duty
一度,one time
洗車,car wash
言い張,Iha
ディアス,Diaz
呼び起こ,Called Oko
地表,Earth's surface
結社,Society
金色,Golden color
受け付け,Acceptance
オフェリア,Ophelia
私的,private
和,sum
着手,Start
体格,Physique
彗星,Comet
沼地,A bog
至近,Close
自,Own
多様,Diversity
発覚,Discovered
小包,parcel
連れ込,Tsurekomi
乗馬,horse riding
書面,Document
田宮,Tamiya
気象,weather
変質,Deterioration
ダイア,Dia
行政,Administration
コリアー,Collier
馬身,Umami
縮小,Reduction
方位,Direction
落着,Settled
気づき,Noticed
並外れ,Extraordinary
作者,author
認定,Certification
照れ,Shy
消灯,Extinction
蒲生,Gamo
聖霊,Holy Spirit
聴聞,Hearing
目覚まし,The alarm
未知子,Michiko
う〜ん,Yup
技能,Skill
名乗り,Self-introduction
入居,Residents
保有,Possession
結束,Unity
砂浜,Sandy beach
サンティアゴ,Santiago
傍観,Look on
頭上,Overhead
点灯,Lighting
漂流,drifting
ババア,An old hag
奏者,player
場違い,Out-of-place
入れ替わ,Swapped
新種,New species
ソマリア,Somalia
アグネス,Agnes
民兵,militia
マレーシア,Malaysia
フェリシア,Felicia
満点,Perfect score
アニス,anise
着席,sit down
バリア,barrier
取り押さえ,Overpowered
ビア,Vias
南極,Antarctic
一平,Ippei
規範,Norm
知り,Know
各々,Each
ディアナ,Diana
立た,Stand
用だ,I use
心変わり,Inconstancy
戦時,War time
高値,High price
予報,forecast
焼き殺,Killing baked
自棄,desperation
間隔,interval
悪役,villain
受取,Receipt
刃物,Cutlery
毛深,Hairy
解説,Commentary
記号,symbol
褒め言葉,Praise
小物,Accessory
残高,Balance
戸惑,To惑
手ぶら,Empty-handed
一環,Part
末次,Suetsugu
上々,great
前提,Premise
退場,Out
クエストリア,Quest rear
家事,Housework
跡形,A trace
急襲,Raid
アミラ,Amira
応募,Application
究明,Investigation
地理,Geography
同い年,Of the same age
出馬,Candidacy
果実,fruit
始,Hajime
家主,landlord
代え,Instead of
無垢,Purity
クアンティコ,Quantico
開示,Disclosure
アップグレード,upgrade
役だ,It role
戸棚,Cupboard
上下,Up and down
胸部,Chest
アラビア,Arabia
無茶苦茶,Unreasonable
船乗り,A sailor
アーネスト,Ernest
行く,go
他所,Another place
密度,density
点数,Points
あざ,A bruise
尽力,Efforts
アーリーズ,Arizu
アンカー,anchor
啓示,revelation
持ちかけ,Approached
一人暮らし,Living alone
異様,Strange
隊列,Convoy
伝道,Evangelism
信じ込,Believe write
アマデウ,Amadeu
自閉,Autistic
外人,Foreigner
表向き,Ostensibly
アンディー,Andy
作り直,Remake
話さ,Spoken
気がかり,Disturbing
混同,Confusion
復習,review
ね～,I ~
ベジタリアン,vegetarian
アタシ,I
実用,Practical use
楽譜,Musical score
新任,new
電球,light bulb
牽引,Tow
朗報,good news
引っ掻,Hit the take
立体,Three-dimensional
淳太,AtsushiFutoshi
付き合え,Opts
持ちだ,I have
床屋,barber
吸い取,Blotter
片足,One leg
手書き,Handwriting
描写,Depiction
肛門,anus
メチルアミン,Methylamine
発車,Departure
投薬,dosage
変革,Change
江上,Egami
苦境,Predicament
言いなり,Compliant
白髪,White hair
話し合え,Hanashiae
有無,Presence or absence
差し金,Sashigane
評論,Criticism
あ〜,Ah~
ジョアンナ,Joanna
手分け,Division of labor
性愛,Sexual love
交配,Mating
全土,Throughout
ミアリーン,Miarin
インディア,India
さあさあ,Come on
少量,Small quantity
自問,Ask yourself
手違い,mistake
別件,Another matter
日程,Agenda
飼い主,Dog owner
公判,trial
内輪,The inner ring
手ごわ,Tegowa
良木,Good tree
気合,Yell
所為,Deed
全米,United States
絵本,Picture book
運輸,transportation
違和,Physical disorder
偉業,Exploit
逃げ場,Escape
武力,Force
保健,Health
崇高,Supreme
生息,Inhabiting
ココア,cocoa
アラバマ,Alabama
新郎,Bridegroom
消火,Fire fighting
花本,Hanamoto
改ざん,Falsification
果たして,Really
即興,Improvisation
有用,useful
独創,Originality
アクバリ,Akubari
脱線,Derailment
裁量,discretion
銃殺,Death by shooting
手洗い,Restroom
シャイア,Shire
総長,President
物騒,dangerous
ファイア,fire
アミダラ,Amidala
新車,New car
あばよ,Bye
アックス,Ax
通し,Through
適正,Reasonable
速力,speed
スメア,Smear
公然,Open
重圧,pressure
アイアンマン,Ironman
エレノア,Eleanor
日,Day
レズビアン,A lesbian
備品,Fixtures
江島,Ejima
チアリーダー,Cheerleader
地味,sober
売上,Earnings
アリーナ,Arena
静止,Still
命乞い,Inochigoi
自我,ego
可愛らし,Cuteness
年少,Youth
マニキュア,Manicure
機構,mechanism
水晶,crystal
除隊,Military discharge
木島,Kijima
一人一人,One by one
ウイリアム,William
言い寄,Iyo
飛び乗,Tobino
上映,Screening
水飲,Water drinking
抗体,antibody
物凄,Monosugo
商談,Negotiation
前半,first half
バンパイア,Vampire
ディア,Deer
自国,Home country
出来上が,Dekiaga
優勢,Predominance
決行,Or shine
引っ掛か,Scratch
増大,Increase
アガサ,Agatha
養育,Upbringing
別物,Another thing
着飾,Kikaza
太鼓,drum
あいだ,Between
自慰,masturbation
実証,The demonstration
四方,Every direction
実業,Business
心構え,Preparedness
何歳,How old
流星,meteor
特,Features
後頭,Back head
